{0., {-30.125449434512667, -29.665381386954323}}
{0.2, {-32.425449434512736, -31.82500000000016}}
{0.4, {-34.725449434512534, -34.3250000000004}}
{0.6000000000000001, {-37.025449434512375, -36.82500000000037}}
{0.8, {-39.32544943451287, -39.32500000000044}}
{1., {-41.82500000000007, -41.625449434512454}}
{1.2000000000000002, {-44.32500000000008, -43.92544943451268}}
{1.4000000000000001, {-46.82500000000003, -46.22544943451265}}
{1.6, {-49.32500000000015, -48.52544943451272}}
{1.8, {-51.8250000000002, -50.82544943451269}}
{2., {-54.32500000000038, -53.12544943451289}}
