{0.01, {-4.9525000000000245, -4.468308903143222}}
{0.02, {-4.93000000000001, -4.4630516057120015}}
{0.03, {-4.907500000000022, -4.458964802297608}}
{0.04, {-4.88500000000003, -4.4558236508741915}}
{0.05, {-4.862500000000037, -4.4534493932558945}}
{0.060000000000000005, {-4.840000000000019, -4.451704709323814}}
{0.06999999999999999, {-4.81750000000002, -4.450485386011091}}
{0.08, {-4.7950000000000115, -4.449712256639901}}
{0.09, {-4.772500000000029, -4.449324660405286}}
{0.09999999999999999, {-4.750000000000018, -4.449275513511407}}
{0.11, {-4.72750000000001, -4.449527714438784}}
{0.12, {-4.705000000000012, -4.450051554958974}}
{0.13, {-4.682500000000019, -4.450822858871759}}
{0.14, {-4.659999999999983, -4.451821638347744}}
{0.15000000000000002, {-4.637499999999996, -4.4530311166589165}}
{0.16, {-4.615000000000018, -4.454437010760837}}
{0.17, {-4.592500000000005, -4.456026999229779}}
{0.18000000000000002, {-4.570000000000003, -4.457790323458545}}
{0.19, {-4.547500000000008, -4.459717485520106}}
{0.2, {-4.524999999999996, -4.461800016826293}}
{0.21000000000000002, {-4.502500000000006, -4.464030299136821}}
{0.22, {-4.480000000000016, -4.466401424654118}}
{0.23, {-4.468907085575972, -4.457500000000037}}
{0.24000000000000002, {-4.471541486055789, -4.435000000000043}}
{0.25, {-4.47429927135882, -4.412500000000066}}
{0.26, {-4.47717547032917, -4.406856280652047}}
{0.27, {-4.480165448247069, -4.426908344269454}}
{0.28, {-4.483264867860428, -4.44709156374125}}
{0.29000000000000004, {-4.486469656898978, -4.467401662663003}}
{0.3, {-4.489775980768076, -4.487834653309187}}
{0.31, {-4.508386803645581, -4.493180219411151}}
{0.32, {-4.529054609271422, -4.496678947551645}}
{0.33, {-4.549834769430644, -4.500268917694048}}
{0.34, {-4.570724166400258, -4.5039470453921595}}
{0.35000000000000003, {-4.591719847695336, -4.507710396394162}}
{0.36000000000000004, {-4.612819010634769, -4.529668145221516}}
{0.37, {-4.6340189888949075, -4.561170049972368}}
{0.38, {-4.655317240744936, -4.592731057824405}}
{0.39, {-4.67671133871133, -4.62434969351197}}
{0.4, {-4.698198960460669, -4.65602456073081}}
{0.41000000000000003, {-4.719777880727421, -4.687754335613467}}
{0.42000000000000004, {-4.741445964139329, -4.719537760907582}}
{0.43, {-4.7632011588182825, -4.751373640766751}}
{0.44, {-4.785041490653125, -4.783260836076177}}
{0.45, {-4.815198260247252, -4.8069650581559396}}
{0.46, {-4.847184875423914, -4.828970027828414}}
{0.47000000000000003, {-4.879219689052208, -4.851054629974054}}
{0.48000000000000004, {-4.911301750770545, -4.8732171549018375}}
{0.49, {-4.943430149584311, -4.895455949475222}}
{0.5, {-4.975604011293049, -4.917769413965591}}
{0.51, {-5.007822496142448, -4.940155999175924}}
{0.52, {-5.040084796677049, -4.962614203804508}}
{0.53, {-5.072390135772856, -4.985142572022032}}
{0.54, {-5.104737764830692, -5.0077396912401415}}
{0.55, {-5.137126962114666, -5.030404190050854}}
{0.56, {-5.16955703122091, -5.053134736319354}}
{0.5700000000000001, {-5.202027299664069, -5.075930035415351}}
{0.5800000000000001, {-5.234537117570286, -5.098788828568947}}
{0.59, {-5.267085856466798, -5.121709891339461}}
{0.6, {-5.299672908158841, -5.144692032186195}}
{0.61, {-5.332297683686595, -5.167734091132377}}
{0.62, {-5.364959612354532, -5.190834938513507}}
{0.63, {-5.3976581408271045, -5.213993473802666}}
{0.64, {-5.430392732285073, -5.237208624506564}}
{0.65, {-5.463162865637276, -5.260479345125891}}
{0.66, {-5.495968034783551, -5.283804616175072}}
{0.67, {-5.528807747924115, -5.307183443256499}}
{0.68, {-5.561681526912254, -5.330614856184741}}
{0.6900000000000001, {-5.594588906646554, -5.354097908157198}}
{0.7000000000000001, {-5.627529434499938, -5.377631674967605}}
{0.7100000000000001, {-5.660502669782374, -5.401215254259007}}
{0.72, {-5.693508183234804, -5.424847764813661}}
{0.73, {-5.726545556552446, -5.448528345876831}}
{0.74, {-5.75961438193461, -5.472256156512757}}
{0.75, {-5.792714261659819, -5.496030374989912}}
{0.76, {-5.82584480768407, -5.51985019819414}}
{0.77, {-5.859005641260649, -5.543714841067433}}
{0.78, {-5.892196392580344, -5.567623536071228}}
{0.79, {-5.925416700430331, -5.591575532671899}}
{0.8, {-5.958666211870687, -5.615570096848348}}
{0.81, {-5.991944581927401, -5.639606510618722}}
{0.8200000000000001, {-6.025251473300669, -5.6636840715868315}}
{0.8300000000000001, {-6.058586556087935, -5.687802092505563}}
{0.8400000000000001, {-6.091949507519928, -5.7119599008578845}}
{0.85, {-6.12534001170998, -5.73615683845296}}
{0.86, {-6.158757759414836, -5.760392261037774}}
{0.87, {-6.192202447806975, -5.78466553792277}}
