{0., {-12.425000000000114, -11.925000000000164}}
{0.01, {-12.420000000000101, -11.925053815803121}}
{0.02, {-12.415000000000061, -11.925214473785788}}
{0.03, {-12.410000000000089, -11.925480830783055}}
{0.04, {-12.405000000000094, -11.92585179699801}}
{0.05, {-12.400000000000087, -11.926326333712721}}
{0.06, {-12.395000000000097, -11.926903450348183}}
{0.07, {-12.390000000000105, -11.927582201076367}}
{0.08, {-12.38500000000013, -11.928361681149598}}
{0.09, {-12.380000000000102, -11.92924102308213}}
{0.1, {-12.375000000000085, -11.930219392788727}}
{0.11, {-12.37000000000013, -11.931295985763814}}
{0.12, {-12.365000000000077, -11.932470023364354}}
{0.13, {-12.360000000000172, -11.93374074924396}}
{0.14, {-12.355000000000082, -11.935107425971086}}
{0.15, {-12.350000000000083, -11.936569331855095}}
{0.16, {-12.345000000000079, -11.938125757995065}}
{0.17, {-12.340000000000098, -11.939776005558034}}
{0.18, {-12.33500000000011, -11.941519383289997}}
{0.19, {-12.330000000000084, -11.943355205257175}}
{0.2, {-12.325000000000085, -11.945282788813527}}
{0.21, {-12.320000000000064, -11.947301452786244}}
{0.22, {-12.31500000000009, -11.949410515871666}}
{0.23, {-12.310000000000096, -11.95160929523005}}
{0.24, {-12.305000000000119, -11.953897105269066}}
{0.25, {-12.300000000000097, -11.95627325660585}}
{0.26, {-12.295000000000092, -11.958737055193245}}
{0.27, {-12.290000000000083, -11.961287801601456}}
{0.28, {-12.285000000000117, -11.963924790442368}}
{0.29, {-12.28000000000011, -11.96664730992523}}
{0.3, {-12.275000000000142, -11.96945464153371}}
{0.31, {-12.270000000000046, -11.97234605981238}}
{0.32, {-12.265000000000077, -11.975320832254807}}
{0.33, {-12.260000000000058, -11.97837821928081}}
{0.34, {-12.255000000000107, -11.981517474296336}}
{0.35000000000000003, {-12.250000000000055, -11.984737843826027}}
{0.36, {-12.245000000000093, -11.988038567709928}}
{0.37, {-12.240000000000084, -11.991418879358285}}
{0.38, {-12.235000000000051, -11.994878006055341}}
{0.39, {-12.230000000000064, -11.998415169307009}}
{0.4, {-12.225000000000048, -12.002029585224658}}
{0.41000000000000003, {-12.220000000000041, -12.005720464941167}}
{0.42, {-12.215000000000023, -12.00948701505168}}
{0.43, {-12.210000000000075, -12.013328438075467}}
{0.44, {-12.205000000000057, -12.017243932934287}}
{0.45, {-12.200000000000056, -12.021232695442606}}
{0.46, {-12.195000000000057, -12.025293918805925}}
{0.47000000000000003, {-12.190000000000092, -12.029426794123676}}
{0.48, {-12.185000000000057, -12.033630510894774}}
{0.49, {-12.180000000000007, -12.037904257520244}}
{0.5, {-12.175000000000036, -12.042247221803649}}
{0.51, {-12.170000000000028, -12.046658591444753}}
{0.52, {-12.165000000000012, -12.051137554524969}}
{0.53, {-12.16000000000005, -12.0556832999837}}
{0.54, {-12.155000000000022, -12.060295018082572}}
{0.55, {-12.149999999999983, -12.064971900858025}}
{0.56, {-12.144999999999982, -12.069713142559053}}
{0.5700000000000001, {-12.140000000000018, -12.074517940070702}}
{0.58, {-12.13500000000002, -12.079385493322684}}
{0.59, {-12.130000000000026, -12.084315005680489}}
{0.6, {-12.124999999999954, -12.089305684321289}}
{0.61, {-12.12000000000002, -12.094356740592143}}
{0.62, {-12.115000000000055, -12.099467390350929}}
{0.63, {-12.110000000000014, -12.104636854290305}}
{0.64, {-12.109864358244286, -12.105000000000034}}
{0.65, {-12.115149133477072, -12.100000000000088}}
{0.66, {-12.120490416954949, -12.095000000000027}}
{0.67, {-12.125887451601363, -12.090000000000085}}
{0.68, {-12.131339486534722, -12.085000000000061}}
{0.6900000000000001, {-12.136845777289995, -12.080000000000062}}
{0.7000000000000001, {-12.142405586024534, -12.075000000000134}}
{0.71, {-12.148018181706952, -12.070000000000153}}
{0.72, {-12.153682840292326, -12.065000000000163}}
{0.73, {-12.159398844881107, -12.060000000000173}}
{0.74, {-12.165165485864287, -12.055000000000303}}
{0.75, {-12.17098206105407, -12.050000000000226}}
{0.76, {-12.176847875802077, -12.045000000000266}}
{0.77, {-12.182762243103417, -12.040000000000196}}
{0.78, {-12.188724483688688, -12.035000000000196}}
{0.79, {-12.194733926104886, -12.030000000000207}}
{0.8, {-12.200789906783195, -12.025000000000155}}
{0.81, {-12.20689177009759, -12.020000000000099}}
{0.8200000000000001, {-12.213038868411711, -12.02176671002658}}
{0.8300000000000001, {-12.219230562116717, -12.030295077248443}}
{0.84, {-12.225466219659083, -12.038839897000033}}
{0.85, {-12.231745217559924, -12.04740089990847}}
{0.86, {-12.238066940425583, -12.055977822289414}}
{0.87, {-12.244430780950324, -12.064570406003398}}
{0.88, {-12.250836139911364, -12.073178398315376}}
{0.89, {-12.257282426157177, -12.081801551758529}}
{0.9, {-12.263769056588531, -12.090439624002297}}
{0.91, {-12.27029545613366, -12.099092377724071}}
{0.92, {-12.27686105771751, -12.107759580483876}}
{0.93, {-12.283465302225354, -12.116441004604676}}
{0.9400000000000001, {-12.290107638461446, -12.125136427053484}}
{0.9500000000000001, {-12.296787523102951, -12.133845629327746}}
{0.96, {-12.303504420648993, -12.14256839734433}}
{0.97, {-12.310257803366417, -12.1513045213316}}
{0.98, {-12.317047151231112, -12.160053795724679}}
{0.99, {-12.323871951865867, -12.1688160190634}}
{1., {-12.330731700475493, -12.17759099389344}}
