5.000000000000000278e-02; 1.000000000000000056e-01; 1.500000000000000222e-01; 2.000000000000000111e-01; 2.500000000000000000e-01; 2.999999999999999889e-01; 3.500000000000000333e-01; 4.000000000000000222e-01; 4.500000000000000111e-01; 5.000000000000000000e-01; 5.500000000000000444e-01; 6.000000000000000888e-01; 6.500000000000001332e-01; 7.000000000000000666e-01; 7.500000000000001110e-01; 8.000000000000000444e-01; 8.266666666666666607e-01; 8.533333333333333881e-01; 8.800000000000000044e-01; 9.066666666666667318e-01; 9.333333333333333481e-01; 9.599999999999999645e-01; 9.866666666666666918e-01; 1.013333333333333419e+00; 1.040000000000000036e+00; 1.066666666666666652e+00; 1.093333333333333268e+00; 1.120000000000000107e+00; 1.146666666666666723e+00; 1.173333333333333339e+00; 1.199999999999999956e+00; 1.471428571428571308e+00; 1.742857142857142883e+00; 2.014285714285714235e+00; 2.285714285714285587e+00; 2.557142857142856940e+00; 2.828571428571428292e+00; 3.099999999999999645e+00; 3.371428571428570997e+00; 3.642857142857142350e+00; 3.914285714285713702e+00; 4.185714285714285054e+00; 4.457142857142857295e+00; 4.728571428571428648e+00; 5.000000000000000000e+00
3.989710815223019846e-01; 4.989710815223015739e-01; 5.989710815222989426e-01; 6.989710815223015850e-01; 7.989710815223046714e-01; 8.989710815223053153e-01; 9.989710815223067364e-01; 9.502839390445233514e-01; 8.502839390445213752e-01; 7.502839390445303902e-01; 6.502839390445218637e-01; 5.502839390445239953e-01; 4.502839390445219636e-01; 3.502839390445197099e-01; 2.502839390445187884e-01; 1.502839390445209200e-01; 9.695060571118453707e-02; 4.361727237785391342e-02; 9.716060955478285355e-03; 6.304939428881492502e-02; 1.163827276221466867e-01; 1.697160609554793642e-01; 2.230493942888104875e-01; 2.763827276221455520e-01; 3.297160609554831145e-01; 3.830493942888125725e-01; 4.363827276221435847e-01; 4.897160609554755961e-01; 5.430493942888103831e-01; 5.963827276221511653e-01; 6.497160609554781807e-01; 1.192573203812626215e+00; 1.735430346669776025e+00; 2.278287489526914733e+00; 2.821144632384058326e+00; 3.364001775241194814e+00; 3.906858918098357947e+00; 4.449716060955511310e+00; 4.992573203812641580e+00; 5.535430346669755863e+00; 6.078287489526921661e+00; 6.621144632384073248e+00; 7.164001775241217729e+00; 7.706858918098353328e+00; 8.249716060955513797e+00
4.277360471413292342e-01; 5.277360471413525822e-01; 6.277360471413427900e-01; 7.277360471413459875e-01; 8.277360471413433007e-01; 9.277360471413577114e-01; 1.027736047141351250e+00; 1.098971081522312820e+00; 1.198971081522296700e+00; 1.298971081522311444e+00; 1.398971081522292215e+00; 1.498971081522296078e+00; 1.598971081522298388e+00; 1.698971081522307358e+00; 1.798971081522283910e+00; 1.898971081522327076e+00; 1.952304414855647430e+00; 2.005637748188963343e+00; 2.058971081522297908e+00; 2.112304414855655565e+00; 2.165637748188965261e+00; 2.218971081522303379e+00; 2.272304414855639276e+00; 2.325637748188991605e+00; 2.378971081522303077e+00; 2.432304414855655850e+00; 2.485637748188985086e+00; 2.538971081522311657e+00; 2.592304414855647998e+00; 2.645637748188973681e+00; 2.698971081522283377e+00; 3.241828224379442069e+00; 3.784685367236566123e+00; 4.327542510093720374e+00; 4.870399652950917257e+00; 5.413256795808003119e+00; 5.956113938665165364e+00; 6.498971081522284976e+00; 7.041828224379434786e+00; 7.584685367236566833e+00; 8.127542510093762829e+00; 8.670399652950905534e+00; 9.213256795807971855e+00; 9.756113938665187391e+00; 1.029897108152229102e+01
4.306709480232173703e-01; 5.306709480232076892e-01; 6.306709480232186582e-01; 7.306709480232291831e-01; 8.306709480232169485e-01; 9.306709480232149279e-01; 1.030670948023214128e+00; 1.127736047141343123e+00; 1.227736047141356091e+00; 1.327736047141353959e+00; 1.427736047141360043e+00; 1.527736047141373454e+00; 1.627736047141339126e+00; 1.727736047141348097e+00; 1.827736047141350184e+00; 1.927736047141347830e+00; 1.981069380474663522e+00; 2.034402713808030061e+00; 2.087736047141331319e+00; 2.141069380474657446e+00; 2.194402713808010663e+00; 2.247736047141335014e+00; 2.301069380474693116e+00; 2.354402713808038339e+00; 2.407736047141339597e+00; 2.461069380474670165e+00; 2.514402713808022050e+00; 2.567736047141339295e+00; 2.621069380474684962e+00; 2.674402713808028409e+00; 2.727736047141344766e+00; 3.270593189998505679e+00; 3.813450332855595537e+00; 4.356307475712771549e+00; 4.899164618569924023e+00; 5.442021761427096038e+00; 5.984878904284224532e+00; 6.527736047141289966e+00; 7.070593189998466421e+00; 7.613450332855641989e+00; 8.156307475712786470e+00; 8.699164618569948715e+00; 9.242021761427126947e+00; 9.784878904284237677e+00; 1.032773604714137683e+01
4.306709480232223664e-01; 5.306709480232176812e-01; 6.306709480232294274e-01; 7.306709480232338461e-01; 8.306709480232293830e-01; 9.306709480232243648e-01; 1.030670948023221012e+00; 1.130670948023213995e+00; 1.230670948023222966e+00; 1.330670948023211064e+00; 1.430670948023207600e+00; 1.530670948023213240e+00; 1.630670948023191347e+00; 1.730670948023212530e+00; 1.830670948023216615e+00; 1.930670948023218036e+00; 1.984004281356547716e+00; 2.037337614689876730e+00; 2.090670948023208631e+00; 2.144004281356553854e+00; 2.197337614689888419e+00; 2.250670948023214546e+00; 2.304004281356549555e+00; 2.357337614689895222e+00; 2.410670948023212468e+00; 2.464004281356548809e+00; 2.517337614689865166e+00; 2.570670948023205948e+00; 2.624004281356550727e+00; 2.677337614689879519e+00; 2.730670948023215416e+00; 3.273528090880349239e+00; 3.816385233737498606e+00; 4.359242376594647972e+00; 4.902099519451794229e+00; 5.444956662308919171e+00; 5.987813805166093850e+00; 6.530670948023203692e+00; 7.073528090880374819e+00; 7.616385233737499760e+00; 8.159242376594601609e+00; 8.702099519451779841e+00; 9.244956662308998929e+00; 9.787813805166045711e+00; 1.033067094802318131e+01
4.328083875184857154e-01; 5.328083875184893570e-01; 6.328083875184866702e-01; 7.328083875184914220e-01; 8.328083875184899565e-01; 9.328083875184971507e-01; 1.032808387518487470e+00; 1.130670948023221989e+00; 1.230670948023225186e+00; 1.330670948023222167e+00; 1.430670948023247124e+00; 1.530670948023217681e+00; 1.630670948023226874e+00; 1.730670948023225630e+00; 1.830670948023235711e+00; 1.930670948023230471e+00; 1.984004281356566146e+00; 2.037337614689898491e+00; 2.090670948023229503e+00; 2.144004281356558739e+00; 2.197337614689900409e+00; 2.250670948023227425e+00; 2.304004281356576200e+00; 2.357337614689898775e+00; 2.410670948023215576e+00; 2.464004281356555914e+00; 2.517337614689872272e+00; 2.570670948023217495e+00; 2.624004281356552060e+00; 2.677337614689896395e+00; 2.730670948023229183e+00; 3.273528090880379438e+00; 3.816385233737499938e+00; 4.359242376594659518e+00; 4.902099519451803111e+00; 5.444956662308935158e+00; 5.987813805166121384e+00; 6.530670948023212574e+00; 7.073528090880417452e+00; 7.616385233737510418e+00; 8.159242376594692203e+00; 8.702099519451822474e+00; 9.244956662309048667e+00; 9.787813805166162950e+00; 1.033067094802323638e+01
4.328083875184996487e-01; 5.328083875184920215e-01; 6.328083875184903340e-01; 7.328083875184930873e-01; 8.328083875184916218e-01; 9.328083875184971507e-01; 1.032808387518488136e+00; 1.132808387518490445e+00; 1.232808387518486981e+00; 1.332808387518495286e+00; 1.432808387518485160e+00; 1.532808387518481696e+00; 1.632808387518493554e+00; 1.732808387518482762e+00; 1.832808387518494841e+00; 1.932808387518479387e+00; 1.986141720851816617e+00; 2.039475054185168279e+00; 2.092808387518486413e+00; 2.146141720851790335e+00; 2.199475054185171530e+00; 2.252808387518496769e+00; 2.306141720851803356e+00; 2.359475054185129483e+00; 2.412808387518505349e+00; 2.466141720851808827e+00; 2.519475054185158047e+00; 2.572808387518504603e+00; 2.626141720851825401e+00; 2.679475054185157745e+00; 2.732808387518486093e+00; 3.275665530375616807e+00; 3.818522673232771059e+00; 4.361379816089899997e+00; 4.904236958947026714e+00; 5.447094101804147215e+00; 5.989951244661314789e+00; 6.532808387518449500e+00; 7.075665530375642831e+00; 7.618522673232745568e+00; 8.161379816089903372e+00; 8.704236958947047853e+00; 9.247094101804243849e+00; 9.789951244661413199e+00; 1.033280838751840314e+01
4.328083875185013141e-01; 5.328083875184923546e-01; 6.328083875185037677e-01; 7.328083875185028573e-01; 8.328083875184968399e-01; 9.328083875185002594e-01; 1.032808387518498350e+00; 1.132808387518491333e+00; 1.232808387518490978e+00; 1.332808387518508830e+00; 1.432808387518500481e+00; 1.532808387518494131e+00; 1.632808387518496662e+00; 1.732808387518506743e+00; 1.832808387518497728e+00; 1.932808387518488047e+00; 1.986141720851836157e+00; 2.039475054185176717e+00; 2.092808387518494850e+00; 2.146141720851826751e+00; 2.199475054185174638e+00; 2.252808387518501654e+00; 2.306141720851810017e+00; 2.359475054185169896e+00; 2.412808387518508013e+00; 2.466141720851831476e+00; 2.519475054185164709e+00; 2.572808387518510376e+00; 2.626141720851826733e+00; 2.679475054185162186e+00; 2.732808387518499416e+00; 3.275665530375633239e+00; 3.818522673232771059e+00; 4.361379816089935524e+00; 4.904236958947070235e+00; 5.447094101804208499e+00; 5.989951244661359198e+00; 6.532808387518463711e+00; 7.075665530375680135e+00; 7.618522673232765996e+00; 8.161379816089928241e+00; 8.704236958947069169e+00; 9.247094101804286481e+00; 9.789951244661420304e+00; 1.033280838751852393e+01
4.892698988594034737e-01; 5.892698988594083920e-01; 6.892698988593969345e-01; 7.892698988594001319e-01; 8.892698988593942255e-01; 9.892698988593955356e-01; 1.050283939044532655e+00; 1.132808387518501991e+00; 1.232808387518506521e+00; 1.332808387518512827e+00; 1.432808387518522908e+00; 1.532808387518500570e+00; 1.632808387518507764e+00; 1.732808387518509852e+00; 1.832808387518517934e+00; 1.932808387518505588e+00; 1.986141720851849035e+00; 2.039475054185177605e+00; 2.092808387518495739e+00; 2.146141720851834300e+00; 2.199475054185175082e+00; 2.252808387518508315e+00; 2.306141720851834442e+00; 2.359475054185181886e+00; 2.412808387518516895e+00; 2.466141720851838137e+00; 2.519475054185180696e+00; 2.572808387518520590e+00; 2.626141720851828509e+00; 2.679475054185186167e+00; 2.732808387518512738e+00; 3.275665530375651002e+00; 3.818522673232779496e+00; 4.361379816089955064e+00; 4.904236958947095104e+00; 5.447094101804301758e+00; 5.989951244661396501e+00; 6.532808387518496573e+00; 7.075665530375704115e+00; 7.618522673232830833e+00; 8.161379816090033046e+00; 8.704236958947097591e+00; 9.247094101804325561e+00; 9.789951244661425633e+00; 1.033280838751857544e+01
4.892698988594039178e-01; 5.892698988594097242e-01; 6.892698988594039289e-01; 7.892698988594017973e-01; 8.892698988593994436e-01; 9.892698988594109677e-01; 1.089269898859402064e+00; 1.189269898859395713e+00; 1.289269898859404684e+00; 1.389269898859409880e+00; 1.489269898859398866e+00; 1.589269898859413388e+00; 1.689269898859400376e+00; 1.789269898859400465e+00; 1.889269898859386565e+00; 1.989269898859398200e+00; 2.042603232192735874e+00; 2.095936565526082873e+00; 2.149269898859412109e+00; 2.202603232192717808e+00; 2.255936565526070137e+00; 2.309269898859420245e+00; 2.362603232192729497e+00; 2.415936565526054292e+00; 2.469269898859412837e+00; 2.522603232192723866e+00; 2.575936565526069089e+00; 2.629269898859398324e+00; 2.682603232192735998e+00; 2.735936565526063458e+00; 2.789269898859405572e+00; 3.332127041716531846e+00; 3.874984184573664781e+00; 4.417841327430823029e+00; 4.960698470287962181e+00; 5.503555613145105774e+00; 6.046412756002259137e+00; 6.589269898859392072e+00; 7.132127041716517013e+00; 7.674984184573735213e+00; 8.217841327430868148e+00; 8.760698470287966444e+00; 9.303555613145121583e+00; 9.846412756002122180e+00; 1.038926989885942120e+01
