{0., {-6.550000000000038, -6.050000000000051}}
{0.02, {-6.5250000000000234, -6.035703208371508}}
{0.04, {-6.500000000000049, -6.022869678104753}}
{0.06, {-6.475000000000025, -6.01156382741836}}
{0.08, {-6.450000000000044, -6.00182331477002}}
{0.1, {-6.425000000000041, -5.993663083963379}}
{0.12, {-6.400000000000046, -5.987081069726785}}
{0.14, {-6.375000000000039, -5.982063809441788}}
{0.16, {-6.350000000000046, -5.978590882298986}}
{0.18, {-6.325000000000023, -5.97663784434226}}
{0.2, {-6.300000000000008, -5.976177828500649}}
{0.22, {-6.275000000000017, -5.97718218781284}}
{0.24, {-6.249999999999986, -5.979620570881192}}
{0.26, {-6.224999999999998, -5.9834607384164915}}
{0.28, {-6.199999999999999, -5.988668329332121}}
{0.3, {-6.175000000000018, -5.99520669733728}}
{0.32, {-6.150000000000011, -6.0030368741033815}}
{0.34, {-6.124999999999983, -6.012117671817997}}
{0.36, {-6.100000000000004, -6.022405911840453}}
{0.38, {-6.075000000000013, -6.033856752515983}}
{0.4, {-6.05000000000001, -6.046424084066184}}
{0.42, {-6.060060958843714, -6.025000000000008}}
{0.44, {-6.074720028887128, -6.000000000000053}}
{0.46, {-6.090353968025331, -5.97500000000009}}
{0.48, {-6.106915861628758, -5.950000000000083}}
{0.5, {-6.124359552730444, -5.925000000000086}}
{0.52, {-6.142639938198895, -5.916773096526931}}
{0.54, {-6.161713212706744, -5.942109156809345}}
{0.56, {-6.181537061348817, -5.9678623009278535}}
{0.58, {-6.202070803972307, -5.994008206205485}}
{0.6, {-6.223275495700716, -6.020524221482868}}
{0.62, {-6.245113988911083, -6.047389243708775}}
{0.64, {-6.267550962204164, -6.074583603486456}}
{0.66, {-6.290552921829797, -6.1020889590049485}}
{0.68, {-6.314088180708671, -6.129888197816077}}
{0.7000000000000001, {-6.338126819725231, -6.157965345941556}}
{0.72, {-6.362640635423649, -6.1863054838213625}}
{0.74, {-6.387603077675152, -6.214894668633857}}
{0.76, {-6.412989180333771, -6.2437198625425}}
{0.78, {-6.438775487385374, -6.272768866445344}}
{0.8, {-6.464939976628945, -6.302030258825694}}
